food_id,allergy_id
100288,6
100289,6
100290,6
100294,6
100295,6
100297,6
100300,6
100302,6
100309,6
100310,6
100311,6
100312,6
100316,6
100318,6
100319,6
100329,6
100337,6
100338,6
100339,6
100340,6
100341,6
100342,6
100343,6
100344,6
100345,6
100346,6
100347,6
100348,6
100349,6
100350,6
100351,6
100353,6
100354,6
100355,6
100356,6
100357,6
100359,6
100360,6
100361,6
100363,6
100364,6
100365,6
100366,6
100368,6
100369,6
100370,6
100371,6
100372,6
100373,6
100374,6
100375,6
100376,6
100377,6
100378,6
100379,6
100380,6
100381,6
100382,6
100383,6
100385,6
100386,6
100387,6
100388,6
100389,6
100390,6
100391,6
100393,6
100395,6
100396,6
100397,6
100399,6
100400,6
100401,6
100403,6
100404,6
100405,6
100406,6
100408,6
100409,6
100410,6
100411,6
100412,6
100413,6
100414,6
100415,6
100416,6
100417,6
100418,6
100419,6
100420,6
100422,6
100423,6
100427,6
100431,6
100433,6
100441,6
100442,6
100444,6
100450,6
100452,6
100469,6
100473,6
100481,6
100484,6
100486,6
100488,6
100492,6
100495,6
100502,6
100504,6
100507,6
100513,6
100521,6
100522,6
100524,6
100526,6
100543,6
100549,6
100555,6
100559,6
100570,6
100572,6
100585,6
100589,6
100593,6
100597,6
100600,6
100605,6
100608,6
100609,6
100610,6
100611,6
100617,6
100618,6
100619,6
100620,6
100623,6
100625,6
100627,6
100630,6
100633,6
100645,6
100648,6
100652,6
100663,6
100670,6
100673,6
100675,6
100685,6
100687,6
100689,6
100690,6
100691,6
100692,6
100693,6
100694,6
100695,6
100696,6
100697,6
100698,6
100699,6
100700,6
100701,6
100702,6
100703,6
100704,6
100705,6
100706,6
100707,6
100708,6
100709,6
100710,6
100711,6
100712,6
100714,6
100716,6
100719,6
100722,6
100723,6
100724,6
100725,6
100726,6
100727,6
100728,6
100729,6
100730,6
100732,6
100733,6
100734,6
100735,6
100737,6
100738,6
100740,6
100741,6
100742,6
100743,6
100744,6
100747,6
100751,6
100752,6
100754,6
100755,6
100757,6
100758,6
100759,6
100760,6
100761,6
100764,6
100767,6
100769,6
100770,6
100774,6
100775,6
100776,6
100777,6
100779,6
100780,6
100781,6
100782,6
100785,6
100786,6
100791,6
100809,6
100821,6
100822,6
100824,6
100827,6
100830,6
100833,6
100837,6
100838,6
100839,6
100842,6
100846,6
100850,6
100854,6
100855,6
100856,6
100857,6
100859,6
100861,6
100862,6
100864,6
100868,6
100869,6
100870,6
100872,6
100877,6
100879,6
100880,6
100881,6
100883,6
100884,6
100922,6
100936,6
100942,6
100952,6
100957,6
100962,6
100975,6
101003,6
101004,6
101005,6
101007,6
101008,6
101009,6
101011,6
101024,6
101025,6
101026,6
101031,6
101043,6
101045,6
101049,6
101051,6
101052,6
101054,6
101055,6
101056,6
101057,6
101058,6
101059,6
101061,6
101062,6
101064,6
101065,6
101067,6
101068,6
101071,6
101072,6
101074,6
101077,6
101084,6
101086,6
101089,6
101092,6
101095,6
101099,6
101100,6
101103,6
101108,6
101138,6
101143,6
101144,6
101145,6
101154,6
100001,7
100002,7
100004,7
100005,7
100006,7
100008,7
100009,7
100010,7
100013,7
100014,7
100015,7
100016,7
100017,7
100019,7
100020,7
100021,7
100022,7
100023,7
100026,7
100027,7
100029,7
100030,7
100032,7
100033,7
100034,7
100035,7
100036,7
100038,7
100043,7
100044,7
100045,7
100048,7
100049,7
100051,7
100052,7
100054,7
100057,7
100059,7
100063,7
100066,7
100067,7
100068,7
100071,7
100073,7
100074,7
100075,7
100076,7
100077,7
100078,7
100080,7
100083,7
100084,7
100085,7
100089,7
100090,7
100093,7
100095,7
100097,7
100101,7
100102,7
100103,7
100106,7
100107,7
100108,7
100109,7
100111,7
100114,7
100115,7
100117,7
100118,7
100122,7
100124,7
100126,7
100127,7
100128,7
100129,7
100130,7
100131,7
100132,7
100133,7
100134,7
100142,7
100144,7
100147,7
100148,7
100149,7
100150,7
100151,7
100152,7
100153,7
100154,7
100155,7
100157,7
100160,7
100166,7
100168,7
100169,7
100173,7
100189,7
100190,7
100192,7
100193,7
100196,7
100197,7
100199,7
100204,7
100206,7
100207,7
100208,7
100209,7
100211,7
100213,7
100215,7
100223,7
100224,7
100228,7
100231,7
100232,7
100234,7
100240,7
100241,7
100242,7
100244,7
100248,7
100249,7
100254,7
100256,7
100257,7
100259,7
100262,7
100268,7
100270,7
100271,7
100272,7
100273,7
100275,7
100276,7
100278,7
100279,7
100282,7
100283,7
100284,7
100287,7
100289,7
100290,7
100292,7
100294,7
100295,7
100297,7
100300,7
100302,7
100304,7
100309,7
100310,7
100311,7
100312,7
100314,7
100316,7
100318,7
100319,7
100322,7
100325,7
100329,7
100337,7
100338,7
100339,7
100340,7
100341,7
100342,7
100343,7
100344,7
100345,7
100346,7
100347,7
100348,7
100349,7
100350,7
100351,7
100352,7
100353,7
100354,7
100355,7
100356,7
100357,7
100359,7
100360,7
100361,7
100362,7
100363,7
100365,7
100366,7
100368,7
100369,7
100370,7
100371,7
100372,7
100373,7
100374,7
100375,7
100376,7
100377,7
100378,7
100379,7
100380,7
100381,7
100382,7
100383,7
100385,7
100386,7
100388,7
100389,7
100390,7
100391,7
100393,7
100394,7
100395,7
100396,7
100397,7
100399,7
100400,7
100401,7
100402,7
100403,7
100404,7
100405,7
100406,7
100407,7
100409,7
100410,7
100413,7
100414,7
100416,7
100417,7
100418,7
100419,7
100420,7
100422,7
100423,7
100427,7
100431,7
100433,7
100441,7
100442,7
100450,7
100472,7
100488,7
100492,7
100502,7
100507,7
100510,7
100526,7
100540,7
100554,7
100559,7
100572,7
100582,7
100589,7
100593,7
100597,7
100617,7
100625,7
100648,7
100658,7
100670,7
100673,7
100675,7
100685,7
100689,7
100690,7
100691,7
100692,7
100693,7
100694,7
100695,7
100696,7
100697,7
100698,7
100699,7
100700,7
100701,7
100702,7
100703,7
100704,7
100705,7
100706,7
100707,7
100708,7
100709,7
100710,7
100711,7
100712,7
100713,7
100714,7
100716,7
100717,7
100718,7
100719,7
100721,7
100722,7
100723,7
100724,7
100725,7
100726,7
100727,7
100728,7
100729,7
100730,7
100732,7
100733,7
100734,7
100735,7
100736,7
100737,7
100738,7
100739,7
100740,7
100741,7
100742,7
100743,7
100744,7
100745,7
100747,7
100750,7
100751,7
100752,7
100753,7
100754,7
100755,7
100756,7
100758,7
100759,7
100760,7
100761,7
100764,7
100767,7
100769,7
100770,7
100771,7
100775,7
100776,7
100777,7
100779,7
100780,7
100781,7
100782,7
100785,7
100786,7
100791,7
100809,7
100821,7
100822,7
100824,7
100827,7
100828,7
100830,7
100832,7
100833,7
100837,7
100838,7
100839,7
100846,7
100848,7
100849,7
100850,7
100853,7
100854,7
100856,7
100857,7
100859,7
100861,7
100862,7
100864,7
100868,7
100869,7
100870,7
100872,7
100874,7
100877,7
100879,7
100880,7
100881,7
100883,7
100887,7
100898,7
100922,7
100936,7
100941,7
100942,7
100946,7
100952,7
100957,7
100962,7
100975,7
100992,7
100995,7
100998,7
100999,7
101048,7
101049,7
101050,7
101052,7
101053,7
101054,7
101055,7
101056,7
101057,7
101058,7
101059,7
101061,7
101065,7
101066,7
101068,7
101069,7
101073,7
101074,7
101077,7
101084,7
101085,7
101086,7
101087,7
101092,7
101094,7
101095,7
101096,7
101098,7
101099,7
101100,7
101103,7
101108,7
101138,7
101143,7
101144,7
101145,7
101146,7
101154,7
100001,8
100002,8
100003,8
100004,8
100005,8
100006,8
100007,8
100008,8
100009,8
100010,8
100012,8
100013,8
100014,8
100015,8
100016,8
100017,8
100018,8
100019,8
100020,8
100021,8
100022,8
100023,8
100026,8
100027,8
100029,8
100030,8
100032,8
100033,8
100034,8
100036,8
100037,8
100038,8
100043,8
100044,8
100045,8
100046,8
100048,8
100049,8
100051,8
100052,8
100053,8
100054,8
100056,8
100057,8
100059,8
100062,8
100063,8
100065,8
100066,8
100067,8
100068,8
100070,8
100071,8
100072,8
100073,8
100075,8
100076,8
100078,8
100079,8
100080,8
100082,8
100084,8
100085,8
100090,8
100093,8
100095,8
100097,8
100100,8
100101,8
100102,8
100103,8
100105,8
100106,8
100107,8
100108,8
100109,8
100111,8
100113,8
100114,8
100115,8
100117,8
100118,8
100119,8
100122,8
100124,8
100125,8
100126,8
100127,8
100128,8
100129,8
100130,8
100131,8
100132,8
100133,8
100134,8
100136,8
100142,8
100144,8
100147,8
100148,8
100149,8
100150,8
100151,8
100152,8
100153,8
100154,8
100155,8
100157,8
100160,8
100166,8
100168,8
100169,8
100173,8
100181,8
100189,8
100190,8
100191,8
100193,8
100194,8
100195,8
100196,8
100197,8
100198,8
100203,8
100204,8
100206,8
100207,8
100208,8
100210,8
100211,8
100213,8
100215,8
100216,8
100218,8
100220,8
100221,8
100224,8
100227,8
100228,8
100230,8
100231,8
100232,8
100234,8
100238,8
100239,8
100241,8
100242,8
100244,8
100245,8
100247,8
100249,8
100250,8
100251,8
100253,8
100254,8
100257,8
100258,8
100259,8
100262,8
100265,8
100268,8
100270,8
100271,8
100272,8
100273,8
100275,8
100276,8
100277,8
100278,8
100279,8
100282,8
100283,8
100284,8
100287,8
100288,8
100289,8
100290,8
100291,8
100292,8
100293,8
100294,8
100295,8
100296,8
100297,8
100300,8
100302,8
100309,8
100310,8
100311,8
100312,8
100314,8
100316,8
100318,8
100319,8
100322,8
100323,8
100325,8
100329,8
100337,8
100338,8
100339,8
100340,8
100342,8
100344,8
100346,8
100347,8
100348,8
100350,8
100351,8
100353,8
100355,8
100356,8
100357,8
100358,8
100359,8
100360,8
100362,8
100365,8
100368,8
100369,8
100370,8
100371,8
100372,8
100373,8
100374,8
100376,8
100377,8
100378,8
100380,8
100381,8
100382,8
100383,8
100385,8
100387,8
100389,8
100390,8
100391,8
100393,8
100394,8
100395,8
100396,8
100399,8
100400,8
100401,8
100407,8
100410,8
100416,8
100417,8
100419,8
100420,8
100427,8
100441,8
100442,8
100471,8
100473,8
100475,8
100478,8
100480,8
100481,8
100486,8
100491,8
100493,8
100495,8
100502,8
100503,8
100504,8
100505,8
100507,8
100512,8
100513,8
100514,8
100515,8
100516,8
100521,8
100522,8
100524,8
100527,8
100529,8
100530,8
100531,8
100533,8
100535,8
100537,8
100540,8
100543,8
100545,8
100549,8
100554,8
100555,8
100557,8
100559,8
100562,8
100567,8
100568,8
100570,8
100571,8
100574,8
100582,8
100583,8
100584,8
100585,8
100589,8
100590,8
100594,8
100595,8
100596,8
100597,8
100598,8
100605,8
100608,8
100609,8
100610,8
100611,8
100617,8
100618,8
100619,8
100621,8
100625,8
100626,8
100627,8
100628,8
100630,8
100632,8
100633,8
100634,8
100636,8
100641,8
100643,8
100644,8
100646,8
100648,8
100650,8
100652,8
100653,8
100657,8
100660,8
100661,8
100666,8
100670,8
100672,8
100673,8
100675,8
100680,8
100688,8
100689,8
100690,8
100691,8
100692,8
100693,8
100694,8
100695,8
100696,8
100697,8
100698,8
100699,8
100700,8
100701,8
100702,8
100703,8
100704,8
100705,8
100706,8
100707,8
100708,8
100709,8
100710,8
100711,8
100712,8
100713,8
100714,8
100716,8
100717,8
100718,8
100719,8
100721,8
100722,8
100723,8
100724,8
100725,8
100726,8
100727,8
100728,8
100729,8
100730,8
100732,8
100733,8
100734,8
100735,8
100736,8
100737,8
100738,8
100739,8
100740,8
100741,8
100742,8
100743,8
100744,8
100745,8
100746,8
100747,8
100750,8
100751,8
100752,8
100753,8
100754,8
100755,8
100757,8
100758,8
100759,8
100761,8
100762,8
100764,8
100767,8
100769,8
100770,8
100771,8
100774,8
100775,8
100776,8
100777,8
100778,8
100779,8
100780,8
100781,8
100784,8
100785,8
100786,8
100791,8
100809,8
100819,8
100821,8
100822,8
100823,8
100824,8
100827,8
100830,8
100832,8
100833,8
100834,8
100835,8
100837,8
100838,8
100839,8
100846,8
100849,8
100850,8
100853,8
100854,8
100856,8
100857,8
100859,8
100861,8
100862,8
100863,8
100864,8
100865,8
100868,8
100869,8
100870,8
100872,8
100874,8
100875,8
100877,8
100879,8
100880,8
100881,8
100883,8
100884,8
100887,8
100898,8
100900,8
100905,8
100906,8
100911,8
100918,8
100922,8
100927,8
100936,8
100938,8
100940,8
100941,8
100942,8
100944,8
100946,8
100949,8
100951,8
100952,8
100954,8
100955,8
100957,8
100959,8
100960,8
100961,8
100962,8
100964,8
100967,8
100969,8
100970,8
100972,8
100973,8
100974,8
100975,8
100976,8
100978,8
100980,8
100982,8
100999,8
101003,8
101004,8
101006,8
101009,8
101011,8
101015,8
101017,8
101021,8
101024,8
101031,8
101035,8
101041,8
101044,8
101048,8
101049,8
101050,8
101051,8
101053,8
101054,8
101055,8
101056,8
101057,8
101058,8
101059,8
101061,8
101064,8
101065,8
101066,8
101067,8
101068,8
101072,8
101073,8
101074,8
101077,8
101079,8
101084,8
101085,8
101086,8
101087,8
101088,8
101089,8
101092,8
101094,8
101095,8
101096,8
101098,8
101099,8
101103,8
101105,8
101106,8
101107,8
101108,8
101112,8
101113,8
101114,8
101116,8
101122,8
101124,8
101125,8
101127,8
101129,8
101131,8
101137,8
101138,8
101139,8
101140,8
101141,8
101143,8
101144,8
101145,8
101146,8
101147,8
101148,8
101149,8
101152,8
101154,8
100001,9
100002,9
100004,9
100005,9
100006,9
100008,9
100009,9
100010,9
100012,9
100014,9
100015,9
100016,9
100017,9
100019,9
100021,9
100022,9
100023,9
100026,9
100027,9
100029,9
100032,9
100033,9
100034,9
100036,9
100038,9
100039,9
100043,9
100044,9
100045,9
100048,9
100049,9
100051,9
100052,9
100053,9
100054,9
100057,9
100059,9
100062,9
100063,9
100065,9
100066,9
100067,9
100068,9
100071,9
100073,9
100074,9
100075,9
100076,9
100077,9
100078,9
100080,9
100083,9
100084,9
100085,9
100089,9
100090,9
100093,9
100095,9
100098,9
100101,9
100102,9
100103,9
100106,9
100107,9
100108,9
100109,9
100111,9
100115,9
100117,9
100118,9
100119,9
100122,9
100124,9
100125,9
100126,9
100127,9
100128,9
100129,9
100130,9
100131,9
100132,9
100133,9
100142,9
100144,9
100147,9
100148,9
100149,9
100150,9
100151,9
100152,9
100153,9
100154,9
100155,9
100157,9
100160,9
100166,9
100168,9
100169,9
100173,9
100181,9
100190,9
100192,9
100193,9
100194,9
100196,9
100197,9
100204,9
100206,9
100207,9
100208,9
100213,9
100215,9
100223,9
100224,9
100228,9
100231,9
100232,9
100234,9
100244,9
100248,9
100249,9
100253,9
100254,9
100256,9
100257,9
100259,9
100262,9
100268,9
100270,9
100271,9
100272,9
100273,9
100275,9
100276,9
100278,9
100279,9
100282,9
100284,9
100287,9
100289,9
100292,9
100294,9
100295,9
100297,9
100302,9
100309,9
100310,9
100311,9
100312,9
100314,9
100316,9
100318,9
100319,9
100322,9
100329,9
100337,9
100338,9
100339,9
100340,9
100341,9
100342,9
100343,9
100344,9
100345,9
100346,9
100347,9
100348,9
100349,9
100350,9
100351,9
100352,9
100353,9
100354,9
100355,9
100356,9
100357,9
100359,9
100360,9
100361,9
100362,9
100363,9
100365,9
100366,9
100368,9
100369,9
100370,9
100371,9
100372,9
100373,9
100374,9
100375,9
100376,9
100377,9
100378,9
100379,9
100380,9
100381,9
100382,9
100383,9
100385,9
100386,9
100388,9
100389,9
100390,9
100391,9
100393,9
100395,9
100396,9
100397,9
100399,9
100400,9
100401,9
100402,9
100403,9
100404,9
100405,9
100406,9
100409,9
100410,9
100413,9
100414,9
100416,9
100417,9
100418,9
100419,9
100420,9
100422,9
100423,9
100427,9
100431,9
100433,9
100441,9
100442,9
100444,9
100450,9
100473,9
100487,9
100488,9
100502,9
100507,9
100535,9
100540,9
100543,9
100559,9
100597,9
100617,9
100625,9
100648,9
100670,9
100673,9
100675,9
100680,9
100690,9
100691,9
100692,9
100693,9
100695,9
100696,9
100697,9
100698,9
100699,9
100700,9
100702,9
100703,9
100704,9
100705,9
100706,9
100707,9
100708,9
100709,9
100710,9
100711,9
100712,9
100713,9
100714,9
100716,9
100718,9
100719,9
100721,9
100722,9
100723,9
100724,9
100726,9
100727,9
100728,9
100729,9
100730,9
100732,9
100733,9
100735,9
100736,9
100738,9
100739,9
100740,9
100742,9
100743,9
100745,9
100747,9
100750,9
100751,9
100752,9
100753,9
100754,9
100755,9
100756,9
100757,9
100758,9
100759,9
100760,9
100761,9
100764,9
100767,9
100769,9
100770,9
100771,9
100774,9
100775,9
100776,9
100777,9
100779,9
100780,9
100781,9
100786,9
100791,9
100809,9
100818,9
100821,9
100824,9
100827,9
100830,9
100833,9
100837,9
100838,9
100839,9
100846,9
100850,9
100853,9
100854,9
100856,9
100857,9
100859,9
100861,9
100862,9
100864,9
100868,9
100869,9
100870,9
100871,9
100872,9
100877,9
100879,9
100880,9
100881,9
100883,9
100887,9
100898,9
100922,9
100936,9
100941,9
100942,9
100946,9
100952,9
100957,9
100962,9
100975,9
101049,9
101050,9
101052,9
101053,9
101054,9
101055,9
101056,9
101057,9
101058,9
101059,9
101061,9
101064,9
101065,9
101066,9
101068,9
101073,9
101077,9
101084,9
101085,9
101086,9
101087,9
101089,9
101092,9
101094,9
101095,9
101096,9
101100,9
101103,9
101108,9
101138,9
101143,9
101144,9
101145,9
100001,10
100002,10
100004,10
100005,10
100008,10
100009,10
100010,10
100012,10
100013,10
100014,10
100015,10
100016,10
100017,10
100019,10
100021,10
100022,10
100023,10
100026,10
100027,10
100029,10
100030,10
100032,10
100033,10
100034,10
100036,10
100043,10
100044,10
100045,10
100048,10
100049,10
100051,10
100052,10
100054,10
100057,10
100059,10
100063,10
100066,10
100067,10
100071,10
100073,10
100074,10
100075,10
100076,10
100078,10
100080,10
100083,10
100084,10
100089,10
100090,10
100093,10
100095,10
100097,10
100098,10
100101,10
100102,10
100103,10
100105,10
100107,10
100109,10
100115,10
100117,10
100118,10
100122,10
100124,10
100125,10
100126,10
100127,10
100128,10
100129,10
100130,10
100131,10
100132,10
100133,10
100134,10
100142,10
100144,10
100147,10
100148,10
100149,10
100150,10
